FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
26702		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of MV(Re) (right hemisphere)	Continuous
26703		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of CeM (right hemisphere)	Continuous
26704		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of VM (right hemisphere)	Continuous
26705		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of PuL (right hemisphere)	Continuous
26706		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of CL (right hemisphere)	Continuous
26707		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of VLp (right hemisphere)	Continuous
26708		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of Pc (right hemisphere)	Continuous
26709		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of Pt (right hemisphere)	Continuous
26710		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of AV (right hemisphere)	Continuous
26711		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of LP (right hemisphere)	Continuous
26712		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of LD (left hemisphere)	Continuous
26713		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of LD (right hemisphere)	Continuous
26714		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of Whole-thalamus (left hemisphere)	Continuous
26715		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of Whole-thalamus (right hemisphere)	Continuous
26716		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of Medulla (whole brain)	Continuous
26717		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of Pons (whole brain)	Continuous
26718		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of SCP (whole brain)	Continuous
26719		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of Midbrain (whole brain)	Continuous
26720		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer subsegmentation	191	Volume of Whole-brainstem (whole brain)	Continuous
26721		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of TotalSurface (left hemisphere)	Continuous
26722		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of bankssts (left hemisphere)	Continuous
26723		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of caudalanteriorcingulate (left hemisphere)	Continuous
26724		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of caudalmiddlefrontal (left hemisphere)	Continuous
26725		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of cuneus (left hemisphere)	Continuous
26726		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of entorhinal (left hemisphere)	Continuous
26727		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of fusiform (left hemisphere)	Continuous
26728		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of inferiorparietal (left hemisphere)	Continuous
26729		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of inferiortemporal (left hemisphere)	Continuous
26730		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of isthmuscingulate (left hemisphere)	Continuous
26731		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of lateraloccipital (left hemisphere)	Continuous
26732		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of lateralorbitofrontal (left hemisphere)	Continuous
26733		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of lingual (left hemisphere)	Continuous
26734		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of medialorbitofrontal (left hemisphere)	Continuous
26735		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of middletemporal (left hemisphere)	Continuous
26736		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parahippocampal (left hemisphere)	Continuous
26737		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of paracentral (left hemisphere)	Continuous
26738		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parsopercularis (left hemisphere)	Continuous
26739		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parsorbitalis (left hemisphere)	Continuous
26740		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parstriangularis (left hemisphere)	Continuous
26741		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of pericalcarine (left hemisphere)	Continuous
26742		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of postcentral (left hemisphere)	Continuous
26743		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of posteriorcingulate (left hemisphere)	Continuous
26744		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of precentral (left hemisphere)	Continuous
26745		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of precuneus (left hemisphere)	Continuous
26746		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of rostralanteriorcingulate (left hemisphere)	Continuous
26747		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of rostralmiddlefrontal (left hemisphere)	Continuous
26748		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiorfrontal (left hemisphere)	Continuous
26749		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiorparietal (left hemisphere)	Continuous
26750		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiortemporal (left hemisphere)	Continuous
26751		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of supramarginal (left hemisphere)	Continuous
26752		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of frontalpole (left hemisphere)	Continuous
26753		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of transversetemporal (left hemisphere)	Continuous
26754		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of insula (left hemisphere)	Continuous
26755		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of GlobalMeanMean thickness (left hemisphere)	Continuous
26756		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of bankssts (left hemisphere)	Continuous
26757		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of caudalanteriorcingulate (left hemisphere)	Continuous
26758		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of caudalmiddlefrontal (left hemisphere)	Continuous
26759		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of cuneus (left hemisphere)	Continuous
26760		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of entorhinal (left hemisphere)	Continuous
26761		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of fusiform (left hemisphere)	Continuous
26762		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of inferiorparietal (left hemisphere)	Continuous
26763		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of inferiortemporal (left hemisphere)	Continuous
26764		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of isthmuscingulate (left hemisphere)	Continuous
26765		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of lateraloccipital (left hemisphere)	Continuous
26766		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of lateralorbitofrontal (left hemisphere)	Continuous
26767		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of lingual (left hemisphere)	Continuous
26768		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of medialorbitofrontal (left hemisphere)	Continuous
26769		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of middletemporal (left hemisphere)	Continuous
26770		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parahippocampal (left hemisphere)	Continuous
26771		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of paracentral (left hemisphere)	Continuous
26772		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parsopercularis (left hemisphere)	Continuous
26773		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parsorbitalis (left hemisphere)	Continuous
26774		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parstriangularis (left hemisphere)	Continuous
26775		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of pericalcarine (left hemisphere)	Continuous
26776		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of postcentral (left hemisphere)	Continuous
26777		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of posteriorcingulate (left hemisphere)	Continuous
26778		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of precentral (left hemisphere)	Continuous
26779		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of precuneus (left hemisphere)	Continuous
26780		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of rostralanteriorcingulate (left hemisphere)	Continuous
26781		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of rostralmiddlefrontal (left hemisphere)	Continuous
26782		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of superiorfrontal (left hemisphere)	Continuous
26783		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of superiorparietal (left hemisphere)	Continuous
26784		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of superiortemporal (left hemisphere)	Continuous
26785		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of supramarginal (left hemisphere)	Continuous
26786		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of frontalpole (left hemisphere)	Continuous
26787		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of transversetemporal (left hemisphere)	Continuous
26788		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of insula (left hemisphere)	Continuous
26789		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of bankssts (left hemisphere)	Continuous
26790		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of caudalanteriorcingulate (left hemisphere)	Continuous
26791		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of caudalmiddlefrontal (left hemisphere)	Continuous
26792		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of cuneus (left hemisphere)	Continuous
26793		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of entorhinal (left hemisphere)	Continuous
26794		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of fusiform (left hemisphere)	Continuous
26795		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of inferiorparietal (left hemisphere)	Continuous
26796		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of inferiortemporal (left hemisphere)	Continuous
26797		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of isthmuscingulate (left hemisphere)	Continuous
26798		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of lateraloccipital (left hemisphere)	Continuous
26799		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of lateralorbitofrontal (left hemisphere)	Continuous
26800		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of lingual (left hemisphere)	Continuous
26801		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of medialorbitofrontal (left hemisphere)	Continuous
26802		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of middletemporal (left hemisphere)	Continuous
26803		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parahippocampal (left hemisphere)	Continuous
26804		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of paracentral (left hemisphere)	Continuous
26805		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parsopercularis (left hemisphere)	Continuous
26806		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parsorbitalis (left hemisphere)	Continuous
26807		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parstriangularis (left hemisphere)	Continuous
26808		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of pericalcarine (left hemisphere)	Continuous
26809		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of postcentral (left hemisphere)	Continuous
26810		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of posteriorcingulate (left hemisphere)	Continuous
26811		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of precentral (left hemisphere)	Continuous
26812		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of precuneus (left hemisphere)	Continuous
26813		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of rostralanteriorcingulate (left hemisphere)	Continuous
26814		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of rostralmiddlefrontal (left hemisphere)	Continuous
26815		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of superiorfrontal (left hemisphere)	Continuous
26816		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of superiorparietal (left hemisphere)	Continuous
26817		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of superiortemporal (left hemisphere)	Continuous
26818		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of supramarginal (left hemisphere)	Continuous
26819		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of frontalpole (left hemisphere)	Continuous
26820		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of transversetemporal (left hemisphere)	Continuous
26821		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of insula (left hemisphere)	Continuous
26822		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of TotalSurface (right hemisphere)	Continuous
26823		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of bankssts (right hemisphere)	Continuous
26824		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of caudalanteriorcingulate (right hemisphere)	Continuous
26825		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of caudalmiddlefrontal (right hemisphere)	Continuous
26826		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of cuneus (right hemisphere)	Continuous
26827		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of entorhinal (right hemisphere)	Continuous
26828		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of fusiform (right hemisphere)	Continuous
26829		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of inferiorparietal (right hemisphere)	Continuous
26830		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of inferiortemporal (right hemisphere)	Continuous
26831		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of isthmuscingulate (right hemisphere)	Continuous
26832		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of lateraloccipital (right hemisphere)	Continuous
26833		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of lateralorbitofrontal (right hemisphere)	Continuous
26834		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of lingual (right hemisphere)	Continuous
26835		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of medialorbitofrontal (right hemisphere)	Continuous
26836		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of middletemporal (right hemisphere)	Continuous
26837		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parahippocampal (right hemisphere)	Continuous
26838		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of paracentral (right hemisphere)	Continuous
26839		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parsopercularis (right hemisphere)	Continuous
26840		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parsorbitalis (right hemisphere)	Continuous
26841		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of parstriangularis (right hemisphere)	Continuous
26842		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of pericalcarine (right hemisphere)	Continuous
26843		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of postcentral (right hemisphere)	Continuous
26844		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of posteriorcingulate (right hemisphere)	Continuous
26845		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of precentral (right hemisphere)	Continuous
26846		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of precuneus (right hemisphere)	Continuous
26847		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of rostralanteriorcingulate (right hemisphere)	Continuous
26848		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of rostralmiddlefrontal (right hemisphere)	Continuous
26849		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiorfrontal (right hemisphere)	Continuous
26850		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiorparietal (right hemisphere)	Continuous
26851		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of superiortemporal (right hemisphere)	Continuous
26852		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of supramarginal (right hemisphere)	Continuous
26853		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of frontalpole (right hemisphere)	Continuous
26854		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of transversetemporal (right hemisphere)	Continuous
26855		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Area of insula (right hemisphere)	Continuous
26856		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of GlobalMeanMean thickness (right hemisphere)	Continuous
26857		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of bankssts (right hemisphere)	Continuous
26858		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of caudalanteriorcingulate (right hemisphere)	Continuous
26859		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of caudalmiddlefrontal (right hemisphere)	Continuous
26860		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of cuneus (right hemisphere)	Continuous
26861		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of entorhinal (right hemisphere)	Continuous
26862		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of fusiform (right hemisphere)	Continuous
26863		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of inferiorparietal (right hemisphere)	Continuous
26864		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of inferiortemporal (right hemisphere)	Continuous
26865		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of isthmuscingulate (right hemisphere)	Continuous
26866		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of lateraloccipital (right hemisphere)	Continuous
26867		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of lateralorbitofrontal (right hemisphere)	Continuous
26868		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of lingual (right hemisphere)	Continuous
26869		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of medialorbitofrontal (right hemisphere)	Continuous
26870		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of middletemporal (right hemisphere)	Continuous
26871		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parahippocampal (right hemisphere)	Continuous
26872		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of paracentral (right hemisphere)	Continuous
26873		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parsopercularis (right hemisphere)	Continuous
26874		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parsorbitalis (right hemisphere)	Continuous
26875		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of parstriangularis (right hemisphere)	Continuous
26876		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of pericalcarine (right hemisphere)	Continuous
26877		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of postcentral (right hemisphere)	Continuous
26878		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of posteriorcingulate (right hemisphere)	Continuous
26879		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of precentral (right hemisphere)	Continuous
26880		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of precuneus (right hemisphere)	Continuous
26881		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of rostralanteriorcingulate (right hemisphere)	Continuous
26882		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of rostralmiddlefrontal (right hemisphere)	Continuous
26883		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of superiorfrontal (right hemisphere)	Continuous
26884		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of superiorparietal (right hemisphere)	Continuous
26885		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of superiortemporal (right hemisphere)	Continuous
26886		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of supramarginal (right hemisphere)	Continuous
26887		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of frontalpole (right hemisphere)	Continuous
26888		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of transversetemporal (right hemisphere)	Continuous
